date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPCNsc;NRACNsc;RUSCIsc;RUSCNsc;AKMCNsc
736238;АФ-Групп ТоргКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Альянс-Энерджи;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Ларкан;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Синема Инвест Ижевск;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ОРИОН ТРЕЙДИНГ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN
736238;Соломенский лесозавод;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
736238;Р1;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Главкачество ТД;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Меланж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Сити-Форест;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Сигма ООО;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;КМК-Оникс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Уралмаш НГО Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;НПС;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ТОРГСКЛАД;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;РСГ-Финанс;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Шпалерная УК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НьюХауТрейд;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;ЦентрРостовскийДепозит;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Полигон;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;РЕГИОН-ИНВЕСТ ООО;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
736238;СтройЭкология;;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;NaN
736238;РЕСО-Лизинг;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Меркурий;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Эктив Телеком;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Олета;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Магнит;Ритейл;NaN;NaN;10;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
736238;Нефтьсервисхолдинг;Нефтегазовый;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Лента ООО;Ритейл;NaN;NaN;12;NaN;12;4;NaN;2;NaN;NaN;NaN
736238;Авангард-Агро;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;СтройФорм;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;СИБЭКО;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Антипинский НПЗ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Лойд;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;ГПБ-Высокие технологии;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Арекс;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Дельта-холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Дельта Финанс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
736238;РосЕвроДевел-Красноярск;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Статус (Москва);;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Глобал1;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Тройка Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Энел Россия;Электроэнергетика;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;МОЭСК;Электроэнергетика;11;2;12;3;10;2;NaN;NaN;NaN;NaN;NaN
736238;Аэроэкспресс;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;3;NaN;NaN;NaN
736238;Концерн Лусине;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Синергия;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736238;Элемент Лизинг;Финанс.сервисы;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;МРСК Центра;Электроэнергетика;NaN;NaN;12;3;NaN;NaN;NaN;2;NaN;NaN;NaN
736238;РусГидро;Электроэнергетика;11;2;11;2;10;2;NaN;NaN;NaN;NaN;NaN
736238;МГИиС;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ТрансФин-М;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;1;NaN
736238;Группа Черкизово;Пищевая промышленность и с/х;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;МРСК Урала;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;Дальневост ГенерКомп;;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Золотая Нива;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Первое КоллекторБюро;Прочие;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
736238;ХФЛ Финанс;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;СИБУР Холдинг;Нефтегазовый;10;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
736238;ЕвропейскиеПолиграф-техн;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;КОТАР;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Мосстрой-17;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Т Плюс;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
736238;Евразия недвижимость;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Ангстрем СПб;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Правоурмийское;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Ниагара;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;МИРС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Эдельвейс Групп;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;МРСК Центра и Приволжья;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Пионер ГК;Строительство;NaN;NaN;15;8;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Эко-Инжиниринг;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Атомэнергопром;Электроэнергетика;10;1;10;1;9;0;NaN;NaN;NaN;NaN;NaN
736238;АФГ Националь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Обувьрус;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Юникстейт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ДЕКРА КОНСТРАКШН;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Лайф ФК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;РегионНефтеТрейд;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Газпром-Медиа Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Голден Фандс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Кингкоул;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736238;КД Групп;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736238;Русская аквакультура;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;2
736238;Мираторг АПХ;;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736238;Стройгазмонтаж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
736238;Информинвестгрупп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Промтрансинвест;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ТГ-Терминал;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Газпром капитал;Нефтегазовый;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;АСЦ-Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Даверна;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Сервистрансклининг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Велесстрой;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НТЦ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ГЕОТЕК Сейсморазв;Нефтегазовый;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ВЕКАСТРОЙ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Дельта-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
736238;РегионИнвест Москва;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Волга Инженерная Группа;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
736238;Полтавская ЗернКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;ГарантФонд Забайкальск;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
736238;НациональнаяНеруднаяКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Приманыческий;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;СевВостУгольКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Курорты Югры;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;БерезкаГаз Обь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736238;Крона Групп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;РТИ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;ИСК Ямал Альянс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;6;NaN
736238;Русь АПК;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ОТК Магистраль;;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736238;Платинум Недвижимость;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Ривьера;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Управление отходами;ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736238;НДК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Строй Престиж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ТЕНЕКС-Сервис;;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;НефтеТрансСервис;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;РИК;;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Спектр СмлОб;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ЭР-Телеком Холдинг;;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;РОСНАНО;Технологии;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Россети;Электроэнергетика;11;2;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ФПК;;10;1;10;NaN;10;1;NaN;NaN;NaN;NaN;NaN
736238;Автодор ГК;Строительство;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736238;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ТрансКонтейнер;Транспорт;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736238;Полюс Золото;Горнодобыча;NaN;NaN;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
736238;Центр Экспертных Решений;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Совхоз Московский+;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Хортекс–Центр;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Русская Платина;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;ЭРА Нью-Тон;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736238;Ак Барс Строй;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;МРСК Волги;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ТПГК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;Смарт Финанс Групп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ВиЭф Сервисес;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736238;Нефтегазоптимизация;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Техпродукт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ИНТЭК-Западная Сибирь;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;Содействие;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;11;8;NaN
736238;Инвестгеосервис;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Опторг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
736238;Вертолеты России;Машиностроение;12;3;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736238;ИКС 5 ФИНАНС;Ритейл;NaN;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Сервис-ВС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;УНГП-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
736146;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Газпром;Нефтегазовый;10;NaN;9;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736146;Роснефть НК;Нефтегазовый;10;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;ЛУКОЙЛ НК;Нефтегазовый;10;NaN;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
736146;Транснефть АК;Нефтегазовый;10;1;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;РЖД;Транспорт;10;1;9;0;9;0;NaN;NaN;NaN;NaN;NaN
736146;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
736146;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736146;Башнефть;Нефтегазовый;10;1;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736146;Татнефть;Нефтегазовый;10;1;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
736146;Северсталь;Металлургический;10;NaN;10;1;10;2;NaN;NaN;NaN;NaN;NaN
736146;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736146;Ашинский МетЗд;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736146;Кокс Кемерово;Металлургический;14;7;14;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736146;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
736146;Акрон;Химпром, минудобрения;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
736146;Уралкалий;Химпром, минудобрения;10;1;10;1;9;NaN;NaN;NaN;NaN;NaN;NaN
736146;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
736146;Минудобрения Россошь;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;КАМАЗ;Автомобили и запчасти;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736146;КрЭВРЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Заречье им. Кушнарева;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Черноерковское;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Цимлянский;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736146;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;ДВМП;Транспорт;NaN;NaN;15;NaN;15;12;NaN;NaN;NaN;NaN;NaN
736146;Порт Ванино;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Сахалинское МорПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Совкомфлот;Транспорт;13;5;10;1;12;NaN;NaN;NaN;NaN;NaN;NaN
736146;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Ленгипротранс;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Балтийский лизинг ОАО;Финанс.сервисы;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736146;Ингосстрах;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Гостиница Белград;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Краснодаргоргаз;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Водоканал С-Пб ГУП;ЖКХ;11;2;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Мосводоканал;ЖКХ;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Распадская;Горнодобыча;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
736146;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Силовые Машины;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Лихоборский автосервис;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736146;Сетевая Компания;;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
736146;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;2;4;NaN;NaN;NaN
736146;НЛМК;Металлургический;10;1;10;1;9;1;NaN;NaN;NaN;NaN;NaN
736146;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736146;Нижнекамскнефтехим;Химпром, минудобрения;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736146;АС АМУР;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Иркут НПК;Машиностроение;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Плутон;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736146;250 ЗЖБИ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736146;Торговый дом ЦВУП;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;ТЭПК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736146;Союз Святого Иоанна Воина;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;ЦентрИнновационРазвития;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Конданефть НК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;СПЕЦ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736146;Междуречье;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
736146;Артсистемстрой;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736146;Охотный Ряд Делюкс;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Самолет Девелопмент;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Валентин Юдашкин;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736146;Жива СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;Перовский ТД;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Органика синтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736146;РЕСО-Гарантия;Страхование;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736146;ЦентрИнновационныхРешений;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736146;Новые ФитингТех;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;НациональнСурьмянаяКомп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Арктикгаз;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736146;ЖЛПК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Шерризон-Норд;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736146;Почта России;Транспорт;NaN;NaN;NaN;NaN;9;0;NaN;0;NaN;NaN;NaN
736146;ДОРАДО;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
