date;entity_id;entity;sector;MDS_Corp;SP_Corp;FCH_Corp;EXP_Corp;NRA_Corp;RUS_Corp;AKM_Corp
01-Jul-2012;54851160;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2012;54916586;Металлоинвест ХК;Металлургический;3;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2012;54976909;РУСАЛ;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;55283976;ЕПК;Машиностроение;NaN;4;NaN;NaN;3;NaN;NaN
01-Jul-2012;56502133;Росагролизинг;Финанс.сервисы;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;56601059;Трубная МетКомп;Металлургический;5;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;56947007;ФСК ЕЭС;Электроэнергетика;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;57126933;Соллерс;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;57903561;Сэтл Групп;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;58024063;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2012;58222359;МБА-Москва;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;58693261;ВТБ-Лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2012;58729214;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;59026578;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;59055031;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;59107064;РуссНефть НК;Нефтегазовый;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;59246630;Строитель;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;59849251;СИТРОНИКС;Телекоммуникации;NaN;NaN;12;NaN;4;6;NaN
01-Jul-2012;59857492;СММ;СМИ;NaN;NaN;NaN;NaN;4;NaN;3
01-Jul-2012;60960798;СПБ ОЙЛ;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;63627763;Моя Клиника;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;66999206;РСГ-Финанс;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;68761242;ЦентрРостовскийДепозит;0;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2012;70010299;СтройЭкология;0;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2012;70049746;Стивилон;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;70771130;Магнит;Ритейл;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2012;70784687;Элемент-Трейд;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;72225420;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2012;72689384;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;72718329;Группа ГМС;0;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;73905051;Виват-трейд;Ритейл;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;75012898;Энел Россия;Электроэнергетика;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;75273098;МОЭСК;Электроэнергетика;2;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;75298626;Аэроэкспресс;Транспорт;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;75353667;Синергия;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2012;75377099;Элемент Лизинг;Финанс.сервисы;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;75562448;МОЭК;Электроэнергетика;NaN;2;2;NaN;NaN;NaN;NaN
01-Jul-2012;75720657;МРСК Центра;Электроэнергетика;NaN;3;NaN;NaN;3;NaN;NaN
01-Jul-2012;75782411;РусГидро;Электроэнергетика;1;1;2;NaN;NaN;NaN;NaN
01-Jul-2012;76201586;ТГК-1;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;76417429;АиФ-МедиаПресса-финанс;СМИ;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;76462766;Группа Черкизово;Пищевая промышленность и с/х;6;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;76535270;ТГК-2;Электроэнергетика;NaN;NaN;19;NaN;NaN;NaN;NaN
01-Jul-2012;76723557;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;76727851;Дальневост ГенерКомп;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;77327639;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2012;80888264;ЭГК;0;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;81527864;Атомэнергопром;Электроэнергетика;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;82288901;Обувьрус;Ритейл;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;82404922;Первая Грузовая компания;0;NaN;1;2;NaN;NaN;NaN;NaN
01-Jul-2012;82444270;Юникстейт;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2012;83236326;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;84054099;Мираторг АПХ;0;NaN;NaN;8;NaN;NaN;NaN;NaN
01-Jul-2012;84157066;Промтрансинвест;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;84773397;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;87647859;Волга Инженерная Группа;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;89274115;СевВостУгольКомп;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;93286199;ТЕНЕКС-Сервис;0;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;93315475;НефтеТрансСервис;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;93969892;ЭР-Телеком Холдинг;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;94124398;РОСНАНО;Технологии;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;94129941;Россети;Электроэнергетика;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;94412683;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;94421386;ТрансКонтейнер;Транспорт;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;97550871;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2011;44434;ЛУКОЙЛ НК;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;44463;Транснефть АК;Нефтегазовый;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;44474;Транснефтепродукт АК;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;83262;РЖД;Транспорт;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2011;102798;Мосэнерго (ТГК-3);Электроэнергетика;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;104604;Кубаньэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2011;107131;Ленэнерго;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;130576;Якутскэнерго;Электроэнергетика;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2011;186217;Северсталь;Металлургический;NaN;2;4;NaN;NaN;NaN;NaN
01-Jul-2011;186424;ММК;Металлургический;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2011;186683;Кокс Кемерово;Металлургический;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;203789;Акрон;Химпром, минудобрения;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2011;205311;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2011;232934;АвтоВАЗ;Автомобили и запчасти;NaN;NaN;11;NaN;NaN;NaN;NaN
01-Jul-2011;333859;Концерн Калина;Химпром, минудобрения;NaN;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;341907;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2011;1125867;НМТП;Транспорт;3;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;1126989;Совкомфлот;Транспорт;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;1134530;Уралсвязьинформ;Телекоммуникации;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2011;1140111;Ростелеком Центр;Телекоммуникации;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2011;1142788;Ростелеком Волга;Телекоммуникации;NaN;2;3;NaN;5;NaN;NaN
01-Jul-2011;1147136;Волгоградэлектросвязь;Телекоммуникации;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;1158832;Сибирьтелеком;Телекоммуникации;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2011;1166228;Северо-Западный Телеком;Телекоммуникации;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2011;1869579;Металлсервис;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2011;2250942;Ингосстрах;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;3323809;Водоканал С-Пб ГУП;ЖКХ;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;3324418;Мосводоканал;ЖКХ;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;4856548;МГТС;Телекоммуникации;NaN;2;NaN;NaN;NaN;NaN;1
01-Jul-2011;5019458;Распадская;Горнодобыча;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2011;5757665;НЛМК;Металлургический;0;0;1;NaN;NaN;NaN;NaN
01-Jul-2011;5766801;Нижнекамскнефтехим;Химпром, минудобрения;3;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2011;5834566;Комстар-ОТС;Телекоммуникации;NaN;2;NaN;NaN;NaN;NaN;1
01-Jul-2011;7500243;Мотовилихинские Заводы;Машиностроение;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2011;7504910;Иркут НПК;Машиностроение;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;7515014;Роствертол;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2011;7539541;УОМЗ ПО;Машиностроение;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;9806512;Балтийский Банк;Банки;12;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;11161516;Группа ЛСР;Строительство;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;11307983;Альянс САК;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;11522828;Сбербанк КИБ;Финанс.сервисы;NaN;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;11595516;РЕСО-Гарантия;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;13226852;Альянс СК;Страхование;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;13681013;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2011;14121173;ВЭБ-лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2011;14270105;ИнВест-Полис;Страхование;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2011;14582388;Мечел;Металлургический;5;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2011;14788090;Кузбассразрезуголь УК;Горнодобыча;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;16334217;Интурист;Путешествия. досуг;NaN;NaN;NaN;2;NaN;NaN;2
01-Jul-2011;17104761;Синтерра;Телекоммуникации;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2011;17180408;Энергогарант САК;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;17660963;СОГАЗ;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;17902379;ЕвроХим МХК;Химпром, минудобрения;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2011;17960201;Русс-Инвест ИК;Финанс.сервисы;7;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2011;23128381;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2011;26417758;ЛЕКСГАРАНТ;Страхование;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;27987276;Система АФК;Финанс.сервисы;NaN;NaN;4;1;NaN;NaN;1
01-Jul-2011;29063984;Аэрофлот;Транспорт;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2011;29890641;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2011;29908230;Транснефть СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;31090505;МегаФон;Телекоммуникации;NaN;0;2;NaN;NaN;NaN;NaN
01-Jul-2011;33099154;Юнити РЕ СПК;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;33131800;ЛенСпецСМУ ССМО;Строительство;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;33556474;Новатэк;Нефтегазовый;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2011;34928854;Итера НГК;Нефтегазовый;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2011;39355854;БКЕ;Нефтегазовый;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2011;40426826;Москва Ре;Строительство;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;42045241;Газпром нефть;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;44577806;Норильский Никель ГМК;Металлургический;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;45599566;ОМЗ;Машиностроение;NaN;8;NaN;2;NaN;NaN;NaN
01-Jul-2011;45922381;Транстелеком;Телекоммуникации;NaN;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2011;47247771;АИЖК;Финанс.сервисы;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;48004220;Полиметалл;Горнодобыча;NaN;NaN;8;NaN;NaN;NaN;NaN
01-Jul-2011;52682351;СУЭК;Горнодобыча;4;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;52686811;МТС;Телекоммуникации;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2011;52727777;Велес Капитал ИК;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;52750822;Россельхозбанк;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;52786180;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2011;54288658;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2011;54916586;Металлоинвест ХК;Металлургический;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;54976909;РУСАЛ;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2011;56502133;Росагролизинг;Финанс.сервисы;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2011;56601059;Трубная МетКомп;Металлургический;5;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;56947007;ФСК ЕЭС;Электроэнергетика;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;57024227;ВБД ПП;Пищевая промышленность и с/х;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;57126933;Соллерс;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2011;57903561;Сэтл Групп;Строительство;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2011;58024063;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2011;58693261;ВТБ-Лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2011;59107064;РуссНефть НК;Нефтегазовый;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2011;59849251;СИТРОНИКС;Телекоммуникации;NaN;NaN;12;2;4;NaN;NaN
01-Jul-2011;59857492;СММ;СМИ;NaN;NaN;NaN;NaN;4;NaN;3
01-Jul-2011;63627763;Моя Клиника;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2011;70771130;Магнит;Ритейл;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2011;72689384;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2011;72718329;Группа ГМС;0;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;75012898;Энел Россия;Электроэнергетика;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;75273098;МОЭСК;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;75298626;Аэроэкспресс;Транспорт;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2011;75353667;Синергия;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2011;75377099;Элемент Лизинг;Финанс.сервисы;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;75562448;МОЭК;Электроэнергетика;NaN;2;2;NaN;NaN;NaN;NaN
01-Jul-2011;75720657;МРСК Центра;Электроэнергетика;NaN;3;NaN;NaN;3;NaN;NaN
01-Jul-2011;75782411;РусГидро;Электроэнергетика;1;1;2;NaN;NaN;NaN;NaN
01-Jul-2011;76462766;Группа Черкизово;Пищевая промышленность и с/х;6;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;76535270;ТГК-2;Электроэнергетика;NaN;NaN;15;NaN;NaN;NaN;NaN
01-Jul-2011;76723557;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2011;76727851;Дальневост ГенерКомп;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;76823425;ОГК-1, ОАО;Электроэнергетика;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;78646693;Виктория ГК;Ритейл;NaN;NaN;11;NaN;NaN;NaN;NaN
01-Jul-2011;81527864;Атомэнергопром;Электроэнергетика;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;82404922;Первая Грузовая компания;0;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2011;84773397;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2011;94124398;РОСНАНО;Технологии;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;94129941;Россети;Электроэнергетика;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2011;94412683;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2011;94421386;ТрансКонтейнер;Транспорт;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2011;97550871;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2010;44434;ЛУКОЙЛ НК;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;44463;Транснефть АК;Нефтегазовый;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;44474;Транснефтепродукт АК;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;83262;РЖД;Транспорт;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2010;102798;Мосэнерго (ТГК-3);Электроэнергетика;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;103591;Татэнерго;Электроэнергетика;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2010;104604;Кубаньэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2010;107131;Ленэнерго;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;130576;Якутскэнерго;Электроэнергетика;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2010;186217;Северсталь;Металлургический;NaN;3;5;NaN;NaN;NaN;NaN
01-Jul-2010;186424;ММК;Металлургический;3;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;186654;ЧТПЗ;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2010;203789;Акрон;Химпром, минудобрения;NaN;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2010;333859;Концерн Калина;Химпром, минудобрения;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;341907;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2010;1125867;НМТП;Транспорт;1;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;1126989;Совкомфлот;Транспорт;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;1134530;Уралсвязьинформ;Телекоммуникации;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2010;1140111;Ростелеком Центр;Телекоммуникации;NaN;3;3;NaN;6;NaN;NaN
01-Jul-2010;1142788;Ростелеком Волга;Телекоммуникации;NaN;3;3;NaN;5;NaN;NaN
01-Jul-2010;1147136;Волгоградэлектросвязь;Телекоммуникации;5;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;1163193;Дальсвязь;Телекоммуникации;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;1166228;Северо-Западный Телеком;Телекоммуникации;NaN;3;3;NaN;NaN;NaN;NaN
01-Jul-2010;1869579;Металлсервис;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2010;2250942;Ингосстрах;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;3112461;Мострансавто ГУП МО;Транспорт;NaN;19;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;3323809;Водоканал С-Пб ГУП;ЖКХ;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;3324418;Мосводоканал;ЖКХ;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;4856548;МГТС;Телекоммуникации;3;2;NaN;1;2;NaN;1
01-Jul-2010;5019458;Распадская;Горнодобыча;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2010;5757665;НЛМК;Металлургический;1;0;2;NaN;NaN;NaN;NaN
01-Jul-2010;5766801;Нижнекамскнефтехим;Химпром, минудобрения;5;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2010;5834566;Комстар-ОТС;Телекоммуникации;NaN;2;NaN;2;4;NaN;1
01-Jul-2010;7500243;Мотовилихинские Заводы;Машиностроение;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2010;7504910;Иркут НПК;Машиностроение;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;7515014;Роствертол;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2010;7539541;УОМЗ ПО;Машиностроение;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;9806512;Балтийский Банк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;11161516;Группа ЛСР;Строительство;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;11307983;Альянс САК;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;11522828;Сбербанк КИБ;Финанс.сервисы;NaN;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;13226852;Альянс СК;Страхование;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;13681013;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2010;14270105;ИнВест-Полис;Страхование;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2010;14582388;Мечел;Металлургический;5;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2010;14788090;Кузбассразрезуголь УК;Горнодобыча;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;16334217;Интурист;Путешествия. досуг;NaN;NaN;NaN;2;6;NaN;2
01-Jul-2010;17104761;Синтерра;Телекоммуникации;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2010;17660963;СОГАЗ;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;17902379;ЕвроХим МХК;Химпром, минудобрения;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2010;17960201;Русс-Инвест ИК;Финанс.сервисы;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2010;26417758;ЛЕКСГАРАНТ;Страхование;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;27987276;Система АФК;Финанс.сервисы;NaN;NaN;4;1;NaN;NaN;1
01-Jul-2010;29063984;Аэрофлот;Транспорт;NaN;NaN;2;NaN;NaN;NaN;1
01-Jul-2010;29278087;Галс-Девелопмент;Строительство;NaN;NaN;15;NaN;NaN;NaN;NaN
01-Jul-2010;31090505;МегаФон;Телекоммуникации;NaN;0;2;NaN;NaN;NaN;NaN
01-Jul-2010;33099154;Юнити РЕ СПК;Страхование;5;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;33131800;ЛенСпецСМУ ССМО;Строительство;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;33556474;Новатэк;Нефтегазовый;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2010;34928854;Итера НГК;Нефтегазовый;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2010;40426826;Москва Ре;Строительство;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;42045241;Газпром нефть;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;44577806;Норильский Никель ГМК;Металлургический;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;45599566;ОМЗ;Машиностроение;NaN;8;NaN;2;NaN;NaN;NaN
01-Jul-2010;45922381;Транстелеком;Телекоммуникации;NaN;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2010;47247771;АИЖК;Финанс.сервисы;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;48004220;Полиметалл;Горнодобыча;NaN;NaN;8;NaN;NaN;NaN;NaN
01-Jul-2010;50018413;Агроторг;Ритейл;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;52682351;СУЭК;Горнодобыча;4;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;52686811;МТС;Телекоммуникации;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2010;52727777;Велес Капитал ИК;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2010;52750822;Россельхозбанк;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
